"problem","title","boj_code_file","tag_code_file","study_group","reason","official_tags","original_code_file"
"28498","Curtains","28498_segment_tree_beats.cpp","28498.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;offline_queries;beats","28498_beats.cpp"
"29162","북극여우는 괄호를 뒤집어","29162_splay_tree.cpp","29162.cpp","03_DATA_STRUCTURE/splay_tree","filename:splay","trees;splay_tree","29162_splay.cpp"
"29340","Отряд","29340_string.cpp","29340.cpp","06_STRING/string","official:string","implementation;string","29340.cpp"
"29722","브실혜성","29722_math.cpp","29722.cpp","07_MATH/math","official:math","math;implementation","29722.cpp"
"29725","체스 초보 브실이","29725_implementation.cpp","29725.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","29725.cpp"
"29823","Pakirobot Manhattanis","29823_string.cpp","29823.cpp","06_STRING/string","official:string","math;implementation;string","29823.cpp"
"30018","타슈","30018_greedy.cpp","30018.cpp","09_PARADIGM/greedy","official:greedy","math;greedy;arithmetic","30018.cpp"
"30189","경우의 수의 합","30189_bruteforce.cpp","30189.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing","30189.cpp"
"30404","오리와 박수치는 춘배","30404_greedy.cpp","30404.cpp","09_PARADIGM/greedy","official:greedy","greedy","30404.cpp"
"30462","MEXchange","30462_greedy.cpp","30462.cpp","09_PARADIGM/greedy","official:greedy","greedy;ad_hoc;constructive","30462.cpp"
"30501","관공... 어찌하여 목만 오셨소...","30501_string.cpp","30501.cpp","06_STRING/string","official:string","implementation;string","30501.cpp"
"30773","Михаил наносит ответный удар","30773_hirschberg.cpp","30773.cpp","01_DP/hirschberg","filename:hirshberg","dp;string;divide_and_conquer;hirschberg","30773_hirshberg.cpp"
"30803","수도꼭지","30803_simulation.cpp","30803.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","30803.cpp"
"30978","버스 기사 집합지","30978_segment_tree_beats.cpp","30978.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;bitmask;lazyprop;beats","30978_beats.cpp"
"31713","행운을 빌어요","31713_bruteforce.cpp","31713.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing","31713.cpp"
"31832","팀명 정하기 2","31832_string.cpp","31832.cpp","06_STRING/string","official:string","implementation;string","31832.cpp"
"31836","피보나치 기념품","31836_math.cpp","31836.cpp","07_MATH/math","official:math","math;ad_hoc;constructive","31836.cpp"
"32392","히스토그램 직사각형으로 쪼개기","32392_dp.cpp","32392.cpp","01_DP/dp","filename:dp","dp;ad_hoc","32392_dp.cpp"
"32948","삼각형의 부분합","32948_prefix_sum.cpp","32948.cpp","08_TECHNIQUE/prefix_sum","official:prefix_sum","dp;prefix_sum","32948.cpp"
